label,text
Address,8717 Brandy Ridge Circle 5110 Wheaton Pl Boulevard 3041 Nicolette Ave. 2353 White Moon Way 6227 Thistledown Way 4518 Cottage Dr. 9179 Cornflower Commons Boulevard 489 Dominion rd. 5090 Loring blvd. 5602 Rockshire Dr. 6930 T51 Circle 9355 Tar Heel Rd. 8741 Craigmoss Circle 7373 McAlpine Cove Boulevard 9228 Woffington St. 5500 Wembley Ave. 1261 Ferrell blvd. 9619 University Commercial Street 4266 Handley Drive 8382 Fox Den Way 8498 Roselawn St. 4971 Old Course St. 7135 Ironwood Avenue 7924 Morgense Rd. 
State,State Maine Virgin Islands ME Pennsylvania TN NV ME MD Hawaii NE Ohio Iowa California OR GA PR OK SD 
City,E 15th Forestridge Commons Yale Wallace View Lina Ardrey Amarillo Selkirk Walker Labeau Forest Cross Geraldine Powe Turtle Point Brookhurst Heritage Pointe Landerwood Kyrene Sweet Plum Sharon Hills Selwyn Farms Union Pacific Woodland Ellencroft Liska Fazenda Davis Place 
Units,16 818 403 864 308 59 56 714 188 740 220 793 562 782 318 225 968 194 720 193 429 628 
City,City Gladden Garden District Mountain Apple Forty Niner Layton Ridge Raisin Tree Allen Munn Taggart Creek Hatwynn Pump Station Glenmac Lawing School Freshwell Hughes Brantham Vineyard Lenten Rose 
City,Sagekirk Sunrise Peacehaven Spring Ridge Meeting Castleberry N Dotger Newberry Park Blake A Dare Park Fairfax Eastover Crestwood Sunset Ridge Wilshire Highland Rising Oak Canoebrook Dressage 
Units,790 168 212 765 201 54 153 356 165 271 213 66 820 354 677 222 292 433 102 90 457 
Address,3634 Millwright blvd. 4631 Fairmont Circle 3027 Fordwood Road 1537 Palomino rd. 7504 Robinson Church Circle 811 US Highway Avenue 6563 W 7th Road 6623 Saint Audrey Rd. 7539 Runaway Bay Road 8697 Christmas Avenue 1748 Cloverfield Drive 7937 Springs Village Boulevard 7943 Legacy Walk Street 6120 Bobcat Dr. 6145 Cinnamon Field Road 8742 Alydar Drive 2729 Laurel Twig Avenue 4589 Bent Twig rd. 6730 Rodwell rd. 4500 Potomac Avenue 1131 Loch Arbor Circle 
Address,2390 Elmwood Circle 5679 Castellaine Street 1806 Harvest Time Way 3714 Farnsfield Boulevard 8201 Forest Green St. 2159 Hazelview St. 5175 Brianna rd. 7487 Atando Boulevard 1864 Boyd blvd. 5053 Apple Dove Way 8010 Patriots Point Boulevard 6004 Wallace Neel Ave. 
City,City Longfield Oregon Oak Clemson Carthage Sage Hills Walsham Gosling Terrace Holly English Setter Bramble Glory Idlewild Bernbrooke Sweet Bing la Brea Kelly Riverside State 
State,Arizona Arizona Maryland New Mexico FL RI WV AK Guam IL MA Kentucky AK 
State,State Virginia Kentucky OH MD Texas Alaska Utah AR CT Michigan CA 
Units,69 
State,District of Columbia UT Louisiana IA FL Idaho UT MS SD Arkansas NY SC Mississippi Hawaii TN Virgin Islands GA Hawaii District of Columbia ME Pennsylvania AR DC TN 
Address,Address 8376 Wyndale Boulevard 6346 Cambridge Bay Dr. 2550 Cambridge Ave. 2627 Baxter-Harriss Dr. 5719 Lacewood Circle 2767 Watauga rd. 135 Allaway Street 3669 Highland View blvd. 4896 Maplehurst rd. 9224 Scottish Kilt blvd. 
City,Steel Gardens Preakness Raphael Quail Dobson Goneaway Hemingford Lyttleton Buckfield Quiet Cove Old Forester Wilson Plantation Ridge Merrie Rose Sharon 
Address,5684 Beith 6290 Plumleaf 2953 Berryhill 7177 Norlington 6232 Othello 6643 Wellesley 641 Katy Flyer 5234 Hoskins Mill 9153 Fleetwood 2759 Grassy Patch 7192 Baybrook 3608 Olde English 1571 Alice Orr 9493 Louise 4449 Knollwood 1625 Creek Bend 7480 Ridgemore 3337 Grassy Knob 424 Arsenal 304 Indigo 7856 E 37th 3307 Woffington 
City,Town Ford Carolina Crossing Oakburn Chilham Shepley Abbots Bridge Rothman S Commerce Double Lakes Flaxton Commerce Canyon Creek Hartley Ashfield S Cloudman Easywater Hickory Ridge Jade Glen 
City,City Rose Ridge Maypole Yellow Spaniel Goff House Norman Landing Walkers Meadow Monique Pawleys Plantation Newberry Chimney Springs Grasshopper Arena Northcliff Treetop Birchhollow S Crigler Sunnybrook Duvall Meadow Silver Arrow 
State,Kentucky NM Texas South Dakota UT New York AK Connecticut Indiana Kansas PA California Connecticut Vermont South Carolina Arkansas Kansas OK OR Indiana Virginia Mississippi Vermont Oklahoma 
Address,7422 US Highway 29 Svc 8393 Ivy Meadow 838 Nevada 4348 Henderson 4116 Eagles Landing 6972 Elliot 2257 Sobeck 5224 Crown 8879 Waverly 8087 Melissa 7876 Florida 6463 Ben Craig 
Address,3701 Breuster Ave. 8452 Parkhouse rd. 8297 Blairbeth rd. 189 Rockmore Circle 1017 Quail Ridge Ave. 9643 E Kingston blvd. 2423 Ashmont blvd. 6061 Bradley blvd. 7183 E 6th Road 7842 Cedarcreek Drive 687 Vicksburg Ave. 3681 Hackney Rd. 6450 Dove Tree Dr. 
Address,3286 Sawgrass St. 830 Nijinsky Avenue 8893 Harbin Road 4036 Nesting blvd. 8260 Chameroy Drive 2104 Hooksett St. 9233 Brookfield Avenue 6246 E 3rd St. 8972 Potpourri Drive 9392 Sullivan Ridge Avenue 8870 Fallbrook Drive 3824 Blake A Dare Boulevard 8262 Dunedin Circle 8158 Winged Trail Ave. 7970 Quail Field Dr. 7501 Taylor blvd. 9744 Field Dove Way 6264 Maple Grove Lane Ave. 421 Stonehill Ave. 6289 Clear Stream Circle 1738 Pedlar Mills Ave. 
City,Cedar Ridge Piney Top Sequoia Grove W Dresden Woodnotch Lilly Mill 
Address,Street Location 5912 Winding Path Ave. 3074 Cornerstone Dr. 3360 Danbrook Park Way 3296 Clear Crossing Rd. 3905 Lakeshore Dr. 9737 Hunter Way 5532 Binfords Ridge St. 3663 Kemper Road 5360 Pheasant Dr. 5143 Trehurst Circle 2978 Challenger Avenue 4641 Sugarstone Road 5561 Sedgewood Place Boulevard 4475 Green Apple Rd. 996 Geoffrey Rd. 6096 Silvermere Way 5245 N Youngblood rd. 6552 Pecan Street 
State,State VT NE OR IL WV Wisconsin Montana DC SC Kansas Colorado Louisiana Pennsylvania Virginia Utah 
Units,977 883 740 818 18 392 799 464 496 805 467 374 615 848 241 42 32 636 881 476 484 42 417 489 830 
State,Wisconsin Wisconsin CA VI Tennessee New York HI DE Wyoming Missouri New Jersey Colorado GA OK 
State,WA MT 
City,Guildhall Waterford Tide Lowen Langwell Rimrock Canyon Walking Horse Aberdeen Glen Mattox Trey View Harwyn Wynmore Cove Point Storick Crestview Derwent Lanzerac Manor Hounslow Daleview Kirkhom Pin Oak Acres Oak Pond Cemkey Way Wilson Grove Brooklain Golf Acres 
Address,Street 3314 Carmel Executive Park Avenue 1642 Shadow Pond Boulevard 3323 Hunter Forest rd. 6940 Kings Parade Rd. 
State,State Missouri Wyoming VT Virgin Islands Mississippi Guam Maine Puerto Rico DE ID Michigan Montana New Mexico MD WI NC 
Units,945 498 494 435 181 628 856 538 472 707 101 14 66 681 10 978 243 435 
City,Bird Watch Clarke Creek Annerly Bickleigh Farmwood Evening Flight Songbird 
Units,Unit Count 237 662 777 964 293 870 
Address,Address 6898 Hallam 2096 Craig 1547 Hidden Valley 5913 Roche 6376 E 24th 741 Sudbury 7392 Reeves 180 Copper Ridge 4891 Allen A Brown 2784 Kentucky 4815 Calverie 7803 Anna Jordan 7750 Marlborough 3884 English Garden 2108 Livengood 9256 Granville 1467 Timeplanner 3138 Bonlyn 8031 Reynolds 2902 Wyanoke 9867 Conway 6695 Gayle 2690 Alder 
City,Tulip Tree Grantchester Monfreya Community Fincastle Fairbrook Belcross Greenock Ridge Coleridge Gentle Stream Open Book Amrita 
Address,225 Tyne Ave. 512 Whipps Cross Avenue 4291 Sherington Boulevard 5803 Graburn Boulevard 4914 Montvale Dr. 6342 Pennacook Road 1366 E 15th blvd. 2616 Vardall blvd. 9439 Thousand Oaks St. 6020 Wetherburn Way 284 S Devon St. 6201 Biesterfield Avenue 4805 Kingsford St. 
Units,36 289 622 380 422 140 80 207 133 617 
Units,758 288 86 197 527 377 24 794 284 680 206 969 287 94 933 160 615 15 188 940 545 494 810 934 
City,Town Stonemark Corwin Ryan Courtney Berkeley Park Driwood Pickwick E Arrowood Delivau Aaronda Jumper Fitzwilliams Clover Gap 
Address,Address 6291 James 4330 Timber Crossing 7851 Mariannes Ridge 1220 Keath Beaty 
City,Woodbridge Farnsworth Celebration Long Paw 
Address,Location 5293 Hunt Glenn Ave. 5293 Sussex Square Ave. 9651 Buckskin blvd. 7670 Wilgrove-Mint Hill Boulevard 8028 Touchstone Road 
Address,3074 Durrango Circle 4225 Bunker Hill Way 8758 Stinson Glen Boulevard 809 Chatham Ridge St. 6377 Gardendale Way 3917 Brickyard Road Way 9317 Starwood Dr. 3002 Cedar Walk Road 4895 Tanager Circle 7975 Hoste Way Drive 7087 Waters Trail Way 
Address,Street Location 3349 Dove Stand Road 8186 Aloysia Rd. 6690 Wheaton Pl rd. 202 Lundin Links Circle 6230 Covington rd. 4868 Coppala Avenue 6439 Shadow Pine Street 4375 Rising Meadow Avenue 7136 Altliff Dr. 7028 E Morehead Ave. 854 Harsworth St. 8834 Kinley Commons Dr. 6871 Abbywood Ave. 8914 Miller Way 9592 Kirt rd. 3673 Knickerbocker St. 3996 Mallard Forest Ave. 2198 Garden Terrace Way 5420 Padstow blvd. 1163 Farm Circle 
City,Stewart Spring Shallow Well Winged Teal Kennesaw Tangley Cutler 
Units,43 530 971 708 857 961 956 324 636 466 55 357 494 831 15 872 313 634 846 208 704 569 
City,Brown Bark Maple Valley 
State,Connecticut TN IN DC MS GA FL Connecticut Colorado 
Address,Street 9758 South Drive 3857 Prescott Village Rd. 2788 Ardley Manor Dr. 9345 Triangle Park St. 7371 Scarcliff Rd. 4252 Bent Twig Ave. 2351 Thousand Oaks Avenue 3926 Oldridge Dr. 1766 Hidden Stream Rd. 6315 Doster Drive 7182 Oakwood Street 2338 Gloman Drive 4292 Glenham Road 4554 University East Road 9410 Arlington Church Ave. 3552 Old Steele Creek St. 784 Rotary Boulevard 1364 Brentford Street 5795 Holly Ridge Boulevard 1193 Stoney Point Road 4901 Glenelm Way 497 Old Well Avenue 8830 Maria Ester Avenue 
State,TX 
Address,Street Address 6200 Johns Towne St. 4041 Elm Bend Way 9518 Killian Ridge Ave. 5638 Beagle Club Drive 1808 Annbick Avenue 4835 Rotary Boulevard 3535 Scottie Avenue 7205 Veronica Dr. 9739 Bay Tree Avenue 5165 Rebecca rd. 4880 Bluestar St. 2108 Walland Avenue 2049 Grass Ridge St. 5837 Lakewood Way 5465 Brigmore Dr. 8568 Wiltshire St. 1268 Wingrave blvd. 6955 Melody Drive 61 Forrest Rader blvd. 
Units,613 989 947 841 84 403 348 935 726 500 733 960 787 90 49 671 463 196 83 197 623 
Units,Unit Count 691 611 
Units,Number of Units 243 
Address,5145 Garibaldi rd. 91 Willowbrae blvd. 2247 Sarah Elizabeth Way 94 Princess St. 8419 Delpond Circle 
Units,468 418 429 968 364 399 638 431 
Address,Property Location 5931 Selsey 2220 Crail 3921 Holbrook 8664 Hanway 2286 Monterey 3850 Page 596 Lawndale 3886 Brogan 8885 Burnt Mill 9502 Trillium 1492 Winedale 9074 Bordeaux 9776 Saint Johns Church 8448 Jericho 1787 Virginia Dare 3256 Bella Vista 4522 Robertson 8897 Forest Home 9587 Virginian 1403 Midfield 8156 Mosby 1775 Shady Reach 3208 Silver Garden 
Units,787 340 793 1000 
State,NJ ME NJ Illinois Arizona VT 
Address,Street Address 8010 Asheby rd. 
City,Carver Cove Whistley Green Cutler Sunninghill Park Walking Horse Scottridge Garrison Willowood E Sugar Creek Albion Yellow Pine Crestway Rush Wind 
Units,# of Units 513 712 780 15 570 161 888 890 953 972 393 560 443 355 431 508 393 894 814 264 950 
Address,573 Kelly Woods Avenue 2063 Fountain Circle 3588 Riverton Ave. 3358 Tinkerton St. 1731 Maryfield Avenue 9521 Birch Knoll Circle 3638 Dulin Creek Avenue 8557 Atando blvd. 9666 Piercy Woods Road 3662 Piper Station Rd. 9732 Mountain Lake Road 
City,Robinhood Williamsgate Hazy Valley Solway Emerson Queens Carriage Mallard Lake Meffert 
State,MA GU MN Indiana 
Address,3923 Fleming 4643 Brawer Farm 1301 Scarlet Sage 6340 Sudbury 
State,ND District of Columbia ME SC Maine 
City,Town William Ficklen Providence Braewood Palmer Trapper Kingbird Kirk Delores Ferguson Stone Creek W Bank Sandy Hook Riverwood Pritchard Wooden Peg Meadowview Sarandon Pineborough Lennoxshire Crater Kiley Dairy 
State,IA PR IN Wyoming Louisiana ME OH Delaware Indiana Rhode Island RI VT LA New Jersey NH Massachusetts Guam Minnesota PR New Jersey Pennsylvania Illinois WY 
State,NC OR Oregon Colorado SD Wisconsin AL Missouri Minnesota CO ME AZ NE TN 
State,State NC Maine Wisconsin Missouri Arizona IN Georgia PA WA Wisconsin KS 
Address,2332 Gay Boulevard 5901 Ridgetop Circle 3286 Oak Avenue 3214 Scelina Boulevard 9062 Cedar Road 4994 Everidge Dr. 8785 Maxwell Ariel Way 5588 Valleydale Dr. 823 Prairie Glen Circle 5946 Julep Way 2069 Waverlyglen Ave. 999 Silver Star Way 
City,Town Harpendon Warwick Crest Linda Lake Dunmurry Pinebrook Afternoon John Beck Hollyheath Belle Vernon Nolley Margaret Pink Dogwood Donegal Peachwood Oregon Oak 
Address,5042 Carmel Chace St. 1520 Glen Cove Drive 5838 S Wendover Boulevard 8289 Pennycross blvd. 9614 Winedale rd. 8351 Severn Ave. 8894 Leadenhall blvd. 9099 Cates Boulevard 9742 Meadow Ave. 6481 Buckeye Road 9641 Madrid Way 
Units,Number of Units 552 346 694 307 808 32 594 360 813 384 985 504 715 914 234 680 162 889 287 376 637 998 65 252 112 
City,City Stapleton Quivering Oak Conway Marigold English Garden Piedmont Row Tioga Park Vista Allison Forest Paleface Alderman Latta Adair Casper Talcott Innsbrook Shadow Pond Chelsea Jade Ponderosa Chaser Ridge Castlecove E Cama 
Address,1806 Morrowick Boulevard 4616 Coventry Commons rd. 4848 Bridle Ridge Boulevard 5169 Arroll Way 8131 June Furr Circle 3825 Kathryn Blair Road 5091 Waterelm Dr. 3944 Highland Mist rd. 8533 Thorson Hill Dr. 6036 Remount St. 6219 Piper Point Way 4719 Red Branch Drive 
Units,662 230 591 915 8 930 649 966 380 890 940 399 491 206 776 
Units,Units 155 482 23 991 672 37 917 883 160 182 102 260 297 716 481 267 77 686 8 794 
State,State Indiana ID New Hampshire ND Maine Florida SD RI North Carolina AL Texas Hawaii Texas AR Kentucky AZ South Carolina Maryland MA OH 
Address,9616 Bluff Ave. 6053 Emden Avenue 2283 Skycrest blvd. 9927 Snow rd. 
State,CO Kentucky MI Georgia AL Tennessee Louisiana IN GA VT 
State,OR CZ Minnesota NJ Montana 
Address,Property Street Address City State Zip 5181 Crompton Circle 9815 Spring Fancy Boulevard 4852 Verdugo rd. 8223 Golfview Drive 763 Olympic Club St. 37 Eldridge Rd. 7831 Buckingham rd. 1016 Dauphine Street 1871 Horne Road 7353 Lenten Rose Way 6289 Silverberry blvd. 5792 Olde Saint Andrews Circle 9027 Hillard Drive 
State,State Pennsylvania North Dakota DC Alaska Virginia South Dakota Minnesota NJ MI NE MA MS Alabama Guam Iowa NH WI TX TX 
State,South Carolina MN Kansas Kansas LA Michigan Vermont Oregon WY Kansas Idaho South Dakota District of Columbia NE Utah CO NH Montana Kentucky 
Units,282 299 737 
State,PR ID Tennessee Guam Montana Utah NJ Idaho LA AZ OK Arizona CZ Florida MS VI IN WI FL MS AZ New Hampshire Nebraska New Hampshire AZ 
Units,555 104 262 173 168 267 466 277 
Address,Property Address 8566 Land Grant Road 7826 Kensal Ave. 9913 Tuckers Glen Avenue 5457 Trappers Creek Road 7671 Business Rd. 456 Krislyn Woods blvd. 7199 Pisgah Ave. 82 Edinborough Ave. 9824 Medallion Dr. 2731 Jessamine Dr. 4548 Bodenham Circle 7356 Eastway Boulevard 1419 Buckhaven Drive 3149 Sunpath Way 5773 Endwell Avenue 4383 Dove Street 3442 Pondridge Street 
State,TX Ohio Nevada CT Virginia 
State,DC FL VI OH Kentucky Indiana Florida WI VT OK OK ND GU MT IN WA MS Texas Georgia WV DC 
Address,218 Mottisfont Abbey Boulevard 202 Lake Ridge Circle 7300 Grahamwood Dr. 9716 Medearis Avenue 4784 S Cecil Boulevard 5316 Ettrick Avenue 5717 Fox Crossing Street 1991 Pineville Matthews Avenue 8583 Sanridge Wind blvd. 8028 Swiss Ave. 4164 Stonemill Street 1403 Shannon Park Rd. 4804 Mock Orange Circle 2265 Hensey's Boulevard 7060 Cannonball Ave. 
Units,885 373 614 81 721 232 733 801 166 599 185 266 854 803 550 448 843 4 862 739 172 
Address,Full Property Address 6799 Wilmette Street 1828 Barkley Avenue 8264 Silver Street 4017 Cheltenham Boulevard 7450 Spring Drive 7116 Catherine Miller Avenue 4433 Cadence Way 7599 Beckenham Circle 1418 Ashe Avenue 7856 Wedron Way 9477 Luton St. 167 Fallon Rd. 2933 Providence Country Club blvd. 3305 Pentlow St. 483 Mosswood Rd. 
City,City Colley Ford Nations Ford Connery Laurel View Hazel Bondale Craighill Howard Tomlin Green Kirkwich Boxwood 
Units,#units 4 952 
Address,6812 Alyssa Faith Rd. 9174 Gleneagles blvd. 5662 Little Brook Rd. 4155 Adkins Way 7631 Carelock St. 1040 Johoy Way 1880 E 4th Road 9569 Heathcott Boulevard 6454 Sharon View rd. 2527 McKee Avenue 4464 Elk Run Boulevard 1071 General Industrial Circle 6876 Bradford Dr. 2974 Roseton Dr. 7983 Gunnison blvd. 3844 Sardis Crossing Way 9455 Downy Birch Drive 8637 Summerberry Rd. 3762 Deer Chase blvd. 8419 Montezuma Road 6314 McClure Circle 
Address,623 Hallam rd. 6432 Waybridge Circle 6043 Tarby Ave. 8447 Mayridge Circle 5985 Carelock Avenue 
State,State Oregon Arkansas Alabama VT Oklahoma OK Georgia North Dakota NY Indiana Kentucky AK New York North Carolina Kansas MI New Hampshire North Carolina Texas SD Louisiana 
State,State VT NJ VI NY Oregon NE NY ME 
City,City Marlynn Elliott Hellebore Weber Blackhawk Coffey Creek Wildflower Hawthorne Bridge Burning Oak Speyside 
Units,Number of Units 567 552 364 824 210 553 33 33 252 486 755 120 287 591 759 
Units,# of Units 117 
State,SC Pennsylvania Missouri MN KS Utah TN CA District of Columbia Vermont TN GA Virgin Islands AR Alaska KY CT MA WI NE SC New Mexico 
City,Rosecroft Saint Peters Mintbrook Cameron Andover Woods Rudolph Parview Drive Benita Tiger Edsdale Blue Topaz Heywood Raku Pine Lake Roundleaf Crenshaw Carrington Hill Winery Featherstone Helms 
State,State HI California Louisiana Rhode Island New Jersey AR Louisiana DE KS Nebraska MN Nebraska North Carolina Vermont MN IL LA Ohio Minnesota Louisiana Maine Wisconsin Montana Minnesota MI 
Units,634 602 351 
State,North Dakota TX Illinois ND 
Units,# of Units 596 907 727 312 331 829 111 369 433 814 131 189 317 865 994 145 689 767 955 206 893 19 20 28 80 
Units,919 826 983 44 133 74 787 591 72 880 468 845 
Units,#units 927 891 136 17 772 235 
City,Town Rimerton Cross Roads Dalebrook Percy Schooner Bay Chickadee Floyd Smith Office Park Pheasant Glen Shaker Seneca Stonebridge Stoney Meadow McKenna Wesbrook Watts Rockspray 
Address,3816 Gwantly Way 6848 Greycroft Rd. 4176 Elizabeth Crest Road 7819 Spearmint Way 2601 Tara Oaks Circle 6921 Norlington Dr. 9275 Singing Hills Ave. 2757 Captain Neal Road 9502 Peach Orchard Circle 6844 Wild Meadow Rd. 7259 Bugle St. 1705 Anne Dr. 9628 Northgate Way 221 Chippenham Drive 1924 Kelly Woods Way 7741 Woolcott Boulevard 6578 Arapaho Road 920 Midfield Street 
Units,901 915 221 936 151 830 126 929 358 792 219 421 639 362 986 319 190 515 297 
City,Town William David Calloway Wood Warbler Cobbleridge Fairplains Kelsey Emma Nolen Park Smith Boyd Tiburon Glenelm Turney Wellston Carisbrook Elderwood Kimwood Thetford Vireo Oroville Candlewood Saint Luke Brick Church Alberto Loblolly 
State,State Virginia Mississippi Wisconsin MS Alabama DE NH AL Tennessee RI NV Idaho New Hampshire IA ND Alabama FL TX Oklahoma 
City,Town Goshen Abbey Hill Glaetzer McLean Windy Grove Jodhpur Constitution 
City,City Waterbury Essex 
Units,294 880 341 574 983 737 183 
City,N Pine Rolling Fields 
Address,3446 Richway Boulevard 5810 Delpond Circle 2882 Katy Flyer St. 3600 Farmer Circle 4628 Winding Branch Dr. 1663 Norfolk St. 
Address,9673 Charolais Drive 8682 Rupert Road 5781 Berkeley Park Rd. 
Units,Unit Count 142 604 88 235 186 737 291 412 421 282 725 23 
Units,611 245 280 830 987 545 97 299 983 103 
City,Town Ventner Sunset Breton Mantario Senter Disposal Plant Greene Whaleys Sydenham Riverview Wakehurst Sutter Creek Mintstone Conestoga Cameron Valley Coca-Cola Randolph Rollingbrook Inverness Gentle Breeze 
City,Town Peyton Randolph Mable Turn Stone Spring Cherrybluff Rosecrest Twelve Oaks Crump Hill Pierson 
State,WI KY Delaware Indiana NC Maryland IN District of Columbia CO Arkansas Florida Rhode Island OR KS MI NV 
Address,6704 Alice Rd. 6101 Haymarket Street 4165 Eastham rd. 1994 Santa Maria Circle 5593 Hastings Way 2713 McAdam Dr. 9092 Crown Colony Avenue 6705 Purple Bloom Circle 115 Rhodes Way 9732 Pueblo Avenue 
Address,1276 Lorelei Boulevard 4077 Highland blvd. 1934 Wexford Dr. 7683 Avelon Valley Ave. 3509 Old Pineville St. 5511 Attaberry Road 1657 Flintwood Street 8257 Galloway Rd. 3187 Glenduff rd. 7331 Judith Road 
Address,4931 Dunoon rd. 634 Cottage Oaks Rd. 7623 New Hampshire St. 5352 McAlpine Road 9868 Candystick Circle 8039 Triple J Boulevard 6655 Prideland blvd. 687 Brandon Brook Way 2774 Wordsworth Drive 1176 Randstone rd. 8075 Williamson Way 2235 Hadlow Boulevard 3415 Mineral Springs Street 3649 Red Bud Rd. 9643 Foynes Street 3990 Frankie rd. 4760 Cotton Planter Dr. 8683 Hutchinson rd. 4121 Bradbury Hall Rd. 8702 Drexel Bay Drive 2634 Rosapenny Street 5575 Shortleaf Pine Boulevard 3783 Parham Rd. 1792 Morningside rd. 1963 E End blvd. 
Units,111 457 161 991 600 521 463 659 695 619 757 390 188 605 930 554 917 970 76 
City,City Sutton Santee Whittlington Olsted Reedham Deerpath Woodbine W Arbors Jersey Everett Hideaway Badger Coyote Creek Dunmoor Valley Thermal Grove Creek W Exmore 
City,Fleming Treyford Rutherglen Rocky Knoll Harte N Smallwood 
Units,621 497 
Address,2871 Sharon Pointe Street 3812 Brandon Forest blvd. 3532 Hagen Rd. 5459 Bowstring Avenue 1967 Coram Road 8656 Whetstone Dr. 8075 Yellow Rose St. 5183 Berkeley Pond Boulevard 9285 Kempshott Ave. 7343 Out of Bounds Drive 5930 Brookings Drive 8988 W Park blvd. 331 Biederbeck Street 3118 Eaglewood Road 
State,Alabama GU WI VI NE WI PA Delaware NH ME IN 
State,State Georgia Louisiana South Dakota Wyoming Hawaii Rhode Island Idaho Guam NE Nebraska Mississippi DE New Jersey Washington Louisiana CT Louisiana MA WV OH 
State,State Wyoming Louisiana PR FL MI Virginia North Dakota North Carolina PA Connecticut CA Arizona OR Mississippi Georgia ID 
Address,9282 Cortez blvd. 6376 Larewood Ave. 
Address,4440 Staffordshire Way 1036 Brinsdale Street 6471 Balancing Rock rd. 2245 Hathaway Dr. 2333 Aintree Boulevard 1352 Neon rd. 4780 Lindrick Rd. 6461 Shamrock Boulevard 1143 Barrymore rd. 8866 Timber Hill Street 5715 Wilhelmina Boulevard 4199 Glen Robin Way 2585 Wiltshire Manor Drive 8919 Stonehurst St. 599 Dewey Drive 3810 Castle Watch Dr. 5082 Harmony Bridge Dr. 6477 Birchcrest Rd. 
Address,Property Street Address City State Zip 5247 Ridgeforest 7096 Golden Sun 7493 Portland 2470 Goodrich 3933 Planters 1341 Earlswood 9870 Whistling Duck 3508 Mountain Pine 8516 Huntscroft 771 Stinson Glen 3489 Hildebrand 3496 Lagrande 8695 Elm 7081 Chowning Tavern 2237 Coffeeberry 7533 Chandler 6989 White Cliffs 2558 Thriftwood 4804 Hancock 2409 Carol Ann 5852 Court 4290 Drayton Hall 7018 Hope Valley 945 Timber Oaks 
City,Cerise Summerston Shelburne Shoal Brook Overlook Cove Holding Gustar Buckingham Sharon Acres Calvert Rocky Gap Creek Turn Monticello Robmont Darby Chase Willow 
Address,9668 Poppy Hills 6719 Haying 2275 Sunburst 9783 Terrebonne 905 Greenwich 676 Allen Road 4219 Peggy 5396 Albright 2088 Broken Stone 8952 King Eider 6916 Barton Creek 6892 Stratford Park 8967 Watergate 264 Variety 1113 Braden 4876 Primm 8390 Derita 3971 Chadsworth 567 Sams 5188 Enslow 4243 Providence 1853 Steele Trace 816 Holmes 4522 Kelton Hill 
City,Toby Rock Dove Red Buckboard Winter Oaks Steinbeck Colony Crossing 
State,Colorado VI Maine Mississippi Kentucky Virgin Islands SC Delaware IL HI ID Georgia GA NE Virgin Islands Idaho NE AZ RI Tennessee AL Nevada HI 
Address,3569 Foster Brook Rd. 8170 Bucksaw Street 5075 Markswood St. 4129 Iron Stone Drive 9 Piney Creek Avenue 708 Fox Swamp Boulevard 
Units,899 405 279 508 23 445 403 261 2 902 825 332 396 777 886 388 133 332 343 
Units,214 727 174 514 449 661 32 997 459 607 900 410 148 666 799 71 183 353 811 269 931 733 391 815 458 
Address,7779 Annerly Drive 
Address,1624 Woodfox rd. 2455 Glenford Drive 8658 Silverberry Road 9513 Pin Oak Street 7870 Waverly rd. 2587 Auburn Top Road 3111 Somerdale Ave. 5211 Pacific Echo St. 2488 Oldridge Rd. 6522 Sweetwater blvd. 2272 Berkshire Ave. 
State,MO Arizona ND Georgia SC Mississippi 
State,State CA OK LA IN AK Massachusetts North Dakota Kansas HI Hawaii PR UT IN 
City,Windy Meadow Gilmore Basin Wood Valley Pound Hill McMullen Creek Beechdale Rocha Wildburne Sudbury Pima Cotton Wilora Lake Casa Nuestra Tony Bally Duff Whitethorn Meadowfield Amay James Downs Fred 
Address,592 Jessie 5568 Raspberry Knoll 9544 Commons Crossing 4127 University Executive Park 6158 Cotton Planter 6557 Arrowridge 6695 Mock Orange 2200 Caldwell Ridge 7331 Haymarket 3709 Mallard Way 9461 Old Mount Holly 122 Veckman 3006 Fenwick 6005 Ashbrook 1205 By-Way 6561 John Adams 7135 Crestshire 9385 Thorncrest 2134 Rocky Falls 
Address,Address 1268 Feather 4414 Stone Canyon 4004 Charter Brook 711 Shorehaven 5032 New Mark 7223 Pattonsburg 8098 Oakdale Meadows 6039 Airport 9185 Mary Jo Helms 7708 Gainsford 8453 Barrette 9563 Ebullient 9997 Crutchfield 9963 Dunart 7537 Club 3335 Arrowhead Drive 4848 Lanark 4642 Nomad 8724 Grand Canal 255 Lynway 2818 Allenstown 
Address,3671 Button Bush Ave. 8522 Rindle Rd. 4599 Amberhill Circle 
Units,882 828 324 656 160 791 694 667 573 332 938 770 337 861 677 133 344 66 912 272 270 165 988 918 
City,Primm Cypress Club Gosford Annie Oakley Seattle Slew Landing Place Altacrest Cardington Turn Stone Madrid Twisted Oaks Bow King Olden Roanoke Union Nathanael Greene Stinson Glen Riding Hill Avila 
City,City Ballantrae Village Maple Knoll Williams Saylor Lion Cub Revlon Enclave Westnedge Northbury Richmond Romany Farmway Via Sorrento Dianthus Tempest Kayla  
Units,824 445 477 442 822 580 830 916 275 758 122 458 
State,State WY 
City,Forest Landing Hermitage Hiddenbrook Dorcas Caravel Friar Tuck Ringtail Lattice Green Park Kaladar Oneida Harvest Time Mason Mill Reid Benning Wood Byrum 
